SUBURB,POSTCODE,PSTATE,CREATED,CREATED_BY,UPDATED,UPDATED_BY
MOOROOLBARK,3138,VIC,,,,
HODDLES CREEK,3139,VIC,,,,
LAUNCHING PLACE,3139,VIC,,,,
SEVILLE,3139,VIC,,,,
WANDIN NORTH,3139,VIC,,,,
WOORI YALLOCK,3139,VIC,,,,
YELLINGBO,3139,VIC,,,,
LILYDALE,3140,VIC,,,,
SOUTH YARRA,3141,VIC,,,,
HAWKSBURN,3142,VIC,,,,
TOORAK,3142,VIC,,,,
ARMADALE,3143,VIC,,,,
ARMADALE NORTH,3143,VIC,,,,
KOOYONG,3144,VIC,,,,
MALVERN,3144,VIC,,,,
CAULFIELD EAST,3145,VIC,,,,
CENTRAL PARK,3145,VIC,,,,
DARLING,3145,VIC,,,,
MALVERN EAST,3145,VIC,,,,
GLEN IRIS,3146,VIC,,,,
ASHBURTON,3147,VIC,,,,
ASHWOOD,3147,VIC,,,,
CHADSTONE,3148,VIC,,,,
HOLMESGLEN,3148,VIC,,,,
MOUNT WAVERLEY,3149,VIC,,,,
SYNDAL,3149,VIC,,,,
GLEN WAVERLEY,3150,VIC,,,,
WHEELERS HILL,3150,VIC,,,,
BURWOOD EAST,3151,VIC,,,,
BURWOOD HEIGHTS,3151,VIC,,,,
KNOX CITY CENTRE,3152,VIC,,,,
STUDFIELD,3152,VIC,,,,
WANTIRNA,3152,VIC,,,,
WANTIRNA SOUTH,3152,VIC,,,,
BAYSWATER,3153,VIC,,,,
BAYSWATER NORTH,3153,VIC,,,,
THE BASIN,3154,VIC,,,,
BORONIA,3155,VIC,,,,
FERNTREE GULLY,3156,VIC,,,,
LYSTERFIELD,3156,VIC,,,,
MOUNTAIN GATE,3156,VIC,,,,
UPPER FERNTREE GULLY,3156,VIC,,,,
UPWEY,3158,VIC,,,,
MENZIES CREEK,3159,VIC,,,,
SELBY,3159,VIC,,,,
BELGRAVE,3160,VIC,,,,
TECOMA,3160,VIC,,,,
CAULFIELD JUNCTION,3161,VIC,,,,
CAULFIELD NORTH,3161,VIC,,,,
CAULFIELD,3162,VIC,,,,
CAULFIELD SOUTH,3162,VIC,,,,
CARNEGIE,3163,VIC,,,,
GLEN HUNTLY,3163,VIC,,,,
MURRUMBEENA,3163,VIC,,,,
DANDENONG SOUTH,3164,VIC,,,,
BENTLEIGH EAST,3165,VIC,,,,
COATESVILLE,3165,VIC,,,,
HUGHESDALE,3166,VIC,,,,
HUNTINGDALE,3166,VIC,,,,
OAKLEIGH,3166,VIC,,,,
OAKLEIGH EAST,3166,VIC,,,,
OAKLEIGH SOUTH,3167,VIC,,,,
CLAYTON,3168,VIC,,,,
NOTTING HILL,3168,VIC,,,,
CLARINDA,3169,VIC,,,,
CLAYTON SOUTH,3169,VIC,,,,
MULGRAVE,3170,VIC,,,,
SANDOWN VILLAGE,3171,VIC,,,,
SPRINGVALE,3171,VIC,,,,
DINGLEY VILLAGE,3172,VIC,,,,
SPRINGVALE SOUTH,3172,VIC,,,,
KEYSBOROUGH,3173,VIC,,,,
NOBLE PARK,3174,VIC,,,,
NOBLE PARK NORTH,3174,VIC,,,,
BANGHOLME,3175,VIC,,,,
DANDENONG,3175,VIC,,,,
DANDENONG SOUTH,3175,VIC,,,,
SCORESBY BC,3176,VIC,,,,
DOVETON,3177,VIC,,,,
ROWVILLE,3178,VIC,,,,
SCORESBY,3179,VIC,,,,
KNOXFIELD,3180,VIC,,,,
PRAHRAN,3181,VIC,,,,
WINDSOR,3181,VIC,,,,
ST KILDA,3182,VIC,,,,
ST KILDA SOUTH,3182,VIC,,,,
ST KILDA WEST,3182,VIC,,,,
BALACLAVA,3183,VIC,,,,
ST KILDA EAST,3183,VIC,,,,
BRIGHTON ROAD,3184,VIC,,,,
ELWOOD,3184,VIC,,,,
ELSTERNWICK,3185,VIC,,,,
GARDENVALE,3185,VIC,,,,
RIPPONLEA,3185,VIC,,,,
BRIGHTON,3186,VIC,,,,
DENDY,3186,VIC,,,,
BRIGHTON EAST,3187,VIC,,,,
NORTH ROAD,3187,VIC,,,,
HAMPTON,3188,VIC,,,,
HAMPTON EAST,3188,VIC,,,,
HAMPTON NORTH,3188,VIC,,,,
MOORABBIN,3189,VIC,,,,
MOORABBIN EAST,3189,VIC,,,,
WISHART,3189,VIC,,,,
HIGHETT,3190,VIC,,,,
SANDRINGHAM,3191,VIC,,,,
CHELTENHAM,3192,VIC,,,,
CHELTENHAM EAST,3192,VIC,,,,
SOUTHLAND CENTRE,3192,VIC,,,,
BEAUMARIS,3193,VIC,,,,
BLACK ROCK,3193,VIC,,,,
CROMER,3193,VIC,,,,
MENTONE,3194,VIC,,,,
MOORABBIN AIRPORT,3194,VIC,,,,
ASPENDALE,3195,VIC,,,,
ASPENDALE GARDENS,3195,VIC,,,,
BRAESIDE,3195,VIC,,,,
MORDIALLOC,3195,VIC,,,,
PARKDALE,3195,VIC,,,,
BONBEACH,3196,VIC,,,,
CHELSEA,3196,VIC,,,,
CHELSEA HEIGHTS,3196,VIC,,,,
EDITHVALE,3196,VIC,,,,
CARRUM,3197,VIC,,,,
PATTERSON LAKES,3197,VIC,,,,
BELVEDERE PARK,3198,VIC,,,,
SEAFORD,3198,VIC,,,,
FRANKSTON,3199,VIC,,,,
KARINGAL,3199,VIC,,,,
FRANKSTON NORTH,3200,VIC,,,,
PINES FOREST,3200,VIC,,,,
CARRUM DOWNS,3201,VIC,,,,
HEATHERTON,3202,VIC,,,,
BENTLEIGH,3204,VIC,,,,
MCKINNON,3204,VIC,,,,
ORMOND,3204,VIC,,,,
SOUTH MELBOURNE,3205,VIC,,,,
SOUTH MELBOURNE DC,3205,VIC,,,,
ALBERT PARK,3206,VIC,,,,
MIDDLE PARK,3206,VIC,,,,
GARDEN CITY,3207,VIC,,,,
PORT MELBOURNE,3207,VIC,,,,
LITTLE RIVER,3211,VIC,,,,
LARA,3212,VIC,,,,
CORIO,3214,VIC,,,,
NORLANE,3214,VIC,,,,
NORTH SHORE,3214,VIC,,,,
BELL PARK,3215,VIC,,,,
BELL POST HILL,3215,VIC,,,,
HAMLYN HEIGHTS,3215,VIC,,,,
NORTH GEELONG,3215,VIC,,,,
BELMONT,3216,VIC,,,,
FRESHWATER CREEK,3216,VIC,,,,
GROVEDALE,3216,VIC,,,,
HIGHTON,3216,VIC,,,,
MARSHALL,3216,VIC,,,,
MOUNT DUNEED,3216,VIC,,,,
WANDANA HEIGHTS,3216,VIC,,,,
WAURN PONDS,3216,VIC,,,,
DEAKIN UNIVERSITY,3217,VIC,,,,
GEELONG WEST,3218,VIC,,,,
HERNE HILL,3218,VIC,,,,
MANIFOLD HEIGHTS,3218,VIC,,,,
BREAKWATER,3219,VIC,,,,
EAST GEELONG,3219,VIC,,,,
NEWCOMB,3219,VIC,,,,
ST ALBANS PARK,3219,VIC,,,,
WHITTINGTON,3219,VIC,,,,
GEELONG,3220,VIC,,,,
NEWTOWN,3220,VIC,,,,
ANAKIE,3221,VIC,,,,
BARRABOOL,3221,VIC,,,,
BATESFORD,3221,VIC,,,,
BELLARINE,3221,VIC,,,,
CERES,3221,VIC,,,,
FYANSFORD,3221,VIC,,,,
GNARWARRE,3221,VIC,,,,
KENNETT RIVER,3221,VIC,,,,
LOVELY BANKS,3221,VIC,,,,
MOOLAP,3221,VIC,,,,
MOORABOOL,3221,VIC,,,,
MURGHEBOLUC,3221,VIC,,,,
STAUGHTON VALE,3221,VIC,,,,
STONEHAVEN,3221,VIC,,,,
WALLINGTON,3221,VIC,,,,
WONGARRA,3221,VIC,,,,
WYE RIVER,3221,VIC,,,,
CLIFTON SPRINGS,3222,VIC,,,,
CURLEWIS,3222,VIC,,,,
DRYSDALE,3222,VIC,,,,
MANNERIM,3222,VIC,,,,
MARCUS HILL,3222,VIC,,,,
INDENTED HEAD,3223,VIC,,,,
PORTARLINGTON,3223,VIC,,,,
ST LEONARDS,3223,VIC,,,,
LEOPOLD,3224,VIC,,,,
POINT LONSDALE,3225,VIC,,,,
QUEENSCLIFF,3225,VIC,,,,
OCEAN GROVE,3226,VIC,,,,
BARWON HEADS,3227,VIC,,,,
BREAMLEA,3227,VIC,,,,
CONNEWARRE,3227,VIC,,,,
BELLBRAE,3228,VIC,,,,
JAN JUC,3228,VIC,,,,
TORQUAY,3228,VIC,,,,
ANGLESEA,3230,VIC,,,,
AIREYS INLET,3231,VIC,,,,
EASTERN VIEW,3231,VIC,,,,
FAIRHAVEN,3231,VIC,,,,
MOGGS CREEK,3231,VIC,,,,
LORNE,3232,VIC,,,,
APOLLO BAY,3233,VIC,,,,
SKENES CREEK,3233,VIC,,,,
DEANS MARSH,3235,VIC,,,,
FORREST,3236,VIC,,,,
BEECH FOREST,3237,VIC,,,,
GELLIBRAND LOWER,3237,VIC,,,,
HORDERN VALE,3238,VIC,,,,
JOHANNA,3238,VIC,,,,
LAVERS HILL,3238,VIC,,,,
CARLISLE RIVER,3239,VIC,,,,
CHAPPLE VALE,3239,VIC,,,,
GELLIBRAND,3239,VIC,,,,
KENNEDYS CREEK,3239,VIC,,,,
BUCKLEY,3240,VIC,,,,
MODEWARRE,3240,VIC,,,,
MORIAC,3240,VIC,,,,
MOUNT MORIAC,3240,VIC,,,,
BAMBRA,3241,VIC,,,,
WINCHELSEA,3241,VIC,,,,
WURDIBOLUC,3241,VIC,,,,
BIRREGURRA,3242,VIC,,,,
BARWON DOWNS,3243,VIC,,,,
GERANGAMETE,3243,VIC,,,,
WARNCOORT,3243,VIC,,,,
ALVIE,3249,VIC,,,,
BARONGAROOK,3249,VIC,,,,
BARRAMUNGA,3249,VIC,,,,
CORAGULAC,3249,VIC,,,,
CORUNNUN,3249,VIC,,,,
DREEITE,3249,VIC,,,,
IRREWARRA,3249,VIC,,,,
KAWARREN,3249,VIC,,,,
LARPENT,3249,VIC,,,,
NALANGIL,3249,VIC,,,,
ONDIT,3249,VIC,,,,
PIRRON YALLOCK,3249,VIC,,,,
SWAN MARSH,3249,VIC,,,,
WARRION,3249,VIC,,,,
WOOL WOOL,3249,VIC,,,,
YEODENE,3249,VIC,,,,
COLAC,3250,VIC,,,,
ELLIMINYT,3250,VIC,,,,
BEEAC,3251,VIC,,,,
CUNDARE NORTH,3251,VIC,,,,
WEERING,3251,VIC,,,,
COROROOKE,3254,VIC,,,,
BUNGADOR,3260,VIC,,,,
CAMPERDOWN,3260,VIC,,,,
GNOTUK,3260,VIC,,,,
POMBORNEIT,3260,VIC,,,,
STONYFORD,3260,VIC,,,,
TERANG,3264,VIC,,,,
BOORCAN,3265,VIC,,,,
CUDGEE,3265,VIC,,,,
ELLERSLIE,3265,VIC,,,,
FRAMLINGHAM,3265,VIC,,,,
GARVOC,3265,VIC,,,,
KOLORA,3265,VIC,,,,
NOORAT,3265,VIC,,,,
PANMURE,3265,VIC,,,,
THE SISTERS,3265,VIC,,,,
COBDEN,3266,VIC,,,,
GLENFYNE,3266,VIC,,,,
JANCOURT,3266,VIC,,,,
JANCOURT EAST,3266,VIC,,,,
SIMPSON,3266,VIC,,,,
SCOTTS CREEK,3267,VIC,,,,
CURDIE VALE,3268,VIC,,,,
CURDIES RIVER,3268,VIC,,,,
NIRRANDA,3268,VIC,,,,
NULLAWARRE,3268,VIC,,,,
TIMBOON,3268,VIC,,,,
PORT CAMPBELL,3269,VIC,,,,
PRINCETOWN,3269,VIC,,,,
PETERBOROUGH,3270,VIC,,,,
DARLINGTON,3271,VIC,,,,
DUNDONNELL,3271,VIC,,,,
PURA PURA,3271,VIC,,,,
MORTLAKE,3272,VIC,,,,
WOORNDOO,3272,VIC,,,,
HEXHAM,3273,VIC,,,,
CARAMUT,3274,VIC,,,,
MAILER FLAT,3275,VIC,,,,
WOOLSTHORPE,3276,VIC,,,,
ALLANSFORD,3277,VIC,,,,
MEPUNGA,3277,VIC,,,,
NARINGAL,3277,VIC,,,,
PURNIM,3278,VIC,,,,
WANGOOM,3279,VIC,,,,
DENNINGTON,3280,VIC,,,,
WARRNAMBOOL,3280,VIC,,,,
BUSHFIELD,3281,VIC,,,,
GRASSMERE,3281,VIC,,,,
WINSLOW,3281,VIC,,,,
WOODFORD,3281,VIC,,,,
ILLOWA,3282,VIC,,,,
KOROIT,3282,VIC,,,,
MALONES,3282,VIC,,,,
KILLARNEY,3283,VIC,,,,
KIRKSTALL,3283,VIC,,,,
SOUTHERN CROSS,3283,VIC,,,,
TOWER HILL,3283,VIC,,,,
PORT FAIRY,3284,VIC,,,,
NARRAWONG,3285,VIC,,,,
ROSEBROOK,3285,VIC,,,,
ST HELENS,3285,VIC,,,,
TOOLONG,3285,VIC,,,,
TYRENDARRA,3285,VIC,,,,
YAMBUK,3285,VIC,,,,
MACARTHUR,3286,VIC,,,,
HAWKESDALE,3287,VIC,,,,
MINHAMITE,3287,VIC,,,,
PENSHURST,3289,VIC,,,,
NELSON,3292,VIC,,,,
GLENTHOMPSON,3293,VIC,,,,
DUNKELD,3294,VIC,,,,
MOUTAJUP,3294,VIC,,,,
VICTORIA VALLEY,3294,VIC,,,,
HAMILTON,3300,VIC,,,,
BROADWATER,3301,VIC,,,,
BYADUK,3301,VIC,,,,
STRATHKELLAR,3301,VIC,,,,
TARRINGTON,3301,VIC,,,,
BRANXHOLME,3302,VIC,,,,
CONDAH,3303,VIC,,,,
DARTMOOR,3304,VIC,,,,
HEYWOOD,3304,VIC,,,,
WINNAP,3304,VIC,,,,
ALLESTREE,3305,VIC,,,,
BOLWARRA,3305,VIC,,,,
GORAE,3305,VIC,,,,
PORTLAND,3305,VIC,,,,
DIGBY,3309,VIC,,,,
MERINO,3310,VIC,,,,
CASTERTON,3311,VIC,,,,
CARAPOOK,3312,VIC,,,,
CHETWYND,3312,VIC,,,,
DERGHOLM,3312,VIC,,,,
HENTY,3312,VIC,,,,
LAKE MUNDI,3312,VIC,,,,
POOLAIJELO,3312,VIC,,,,
SANDFORD,3312,VIC,,,,
STRATHDOWNIE,3312,VIC,,,,
WANDO VALE,3312,VIC,,,,
CAVENDISH,3314,VIC,,,,
COLERAINE,3315,VIC,,,,
MELVILLE FOREST,3315,VIC,,,,
NAREEN,3315,VIC,,,,
HARROW,3317,VIC,,,,
EDENHOPE,3318,VIC,,,,
LANGKOOP,3318,VIC,,,,
APSLEY,3319,VIC,,,,
BENAYEO,3319,VIC,,,,
INVERLEIGH,3321,VIC,,,,
CRESSY,3322,VIC,,,,
BERRYBANK,3323,VIC,,,,
DUVERNEY,3323,VIC,,,,
LISMORE,3324,VIC,,,,
DERRINALLUM,3325,VIC,,,,
TEESDALE,3328,VIC,,,,
BARUNAH PARK,3329,VIC,,,,
SHELFORD,3329,VIC,,,,
ROKEWOOD,3330,VIC,,,,
BANNOCKBURN,3331,VIC,,,,
GHERINGHAP,3331,VIC,,,,
MAUDE,3331,VIC,,,,
RUSSELLS BRIDGE,3331,VIC,,,,
SHE OAKS,3331,VIC,,,,
STEIGLITZ,3331,VIC,,,,
SUTHERLANDS CREEK,3331,VIC,,,,
LETHBRIDGE,3332,VIC,,,,
MEREDITH,3333,VIC,,,,
ELAINE,3334,VIC,,,,
MORRISONS,3334,VIC,,,,
ROCKBANK,3335,VIC,,,,
KURUNJANG,3337,VIC,,,,
MELTON,3337,VIC,,,,
TOOLERN VALE,3337,VIC,,,,
BROOKFIELD,3338,VIC,,,,
EXFORD,3338,VIC,,,,
MELTON SOUTH,3338,VIC,,,,
BACCHUS MARSH,3340,VIC,,,,
BALLIANG,3340,VIC,,,,
COIMADAI,3340,VIC,,,,
GLENMORE,3340,VIC,,,,
PARWAN,3340,VIC,,,,
ROWSLEY,3340,VIC,,,,
GREENDALE,3341,VIC,,,,
MYRNIONG,3341,VIC,,,,
BALLAN,3342,VIC,,,,
BEREMBOKE,3342,VIC,,,,
BLAKEVILLE,3342,VIC,,,,
MOUNT WALLACE,3342,VIC,,,,
GORDON,3345,VIC,,,,
ALFREDTON,3350,VIC,,,,
BALLARAT,3350,VIC,,,,
BALLARAT NORTH,3350,VIC,,,,
BALLARAT WEST,3350,VIC,,,,
BLACK HILL,3350,VIC,,,,
BROWN HILL,3350,VIC,,,,
CANADIAN,3350,VIC,,,,
EUREKA,3350,VIC,,,,
LAKE WENDOUREE,3350,VIC,,,,
MOUNT CLEAR,3350,VIC,,,,
MOUNT HELEN,3350,VIC,,,,
MOUNT PLEASANT,3350,VIC,,,,
NERRINA,3350,VIC,,,,
REDAN,3350,VIC,,,,
SOVEREIGN HILL,3350,VIC,,,,
BERRINGA,3351,VIC,,,,
CAPE CLEAR,3351,VIC,,,,
CARNGHAM,3351,VIC,,,,
CHEPSTOWE,3351,VIC,,,,
HADDON,3351,VIC,,,,
HILLCREST,3351,VIC,,,,
ILLABAROOK,3351,VIC,,,,
LAKE BOLAC,3351,VIC,,,,
MININERA,3351,VIC,,,,
NERRIN NERRIN,3351,VIC,,,,
ROKEWOOD JUNCTION,3351,VIC,,,,
ROSS CREEK,3351,VIC,,,,
SCARSDALE,3351,VIC,,,,
SMYTHES CREEK,3351,VIC,,,,
SMYTHESDALE,3351,VIC,,,,
SNAKE VALLEY,3351,VIC,,,,
STREATHAM,3351,VIC,,,,
WESTMERE,3351,VIC,,,,
ADDINGTON,3352,VIC,,,,
BLOWHARD,3352,VIC,,,,
BOLWARRAH,3352,VIC,,,,
BULLAROOK,3352,VIC,,,,
BUNGAREE,3352,VIC,,,,
BURRUMBEET,3352,VIC,,,,
CAMBRIAN HILL,3352,VIC,,,,
CARDIGAN,3352,VIC,,,,
CLARENDON,3352,VIC,,,,
CLARKES HILL,3352,VIC,,,,
CORINDHAP,3352,VIC,,,,
DEAN,3352,VIC,,,,
DEREEL,3352,VIC,,,,
DUNNSTOWN,3352,VIC,,,,
DURHAM LEAD,3352,VIC,,,,
ENFIELD,3352,VIC,,,,
INVERMAY,3352,VIC,,,,
LAL LAL,3352,VIC,,,,
LEARMONTH,3352,VIC,,,,
LEIGH CREEK,3352,VIC,,,,
LEXTON,3352,VIC,,,,
MAGPIE,3352,VIC,,,,
MILLBROOK,3352,VIC,,,,
MINERS REST,3352,VIC,,,,
MITCHELL PARK,3352,VIC,,,,
MOLLONGGHIP,3352,VIC,,,,
MOUNT EGERTON,3352,VIC,,,,
MOUNT ROWAN,3352,VIC,,,,
NAPOLEONS,3352,VIC,,,,
NAVIGATORS,3352,VIC,,,,
POOTILLA,3352,VIC,,,,
SCOTSBURN,3352,VIC,,,,
SPRINGBANK,3352,VIC,,,,
WALLACE,3352,VIC,,,,
WARRENHEIP,3352,VIC,,,,
WAUBRA,3352,VIC,,,,
WEATHERBOARD,3352,VIC,,,,
WERNETH,3352,VIC,,,,
WINDERMERE,3352,VIC,,,,
YENDON,3352,VIC,,,,
BALLARAT,3353,VIC,,,,
BAKERY HILL,3354,VIC,,,,
BALLARAT MC,3354,VIC,,,,
MITCHELL PARK,3355,VIC,,,,
WENDOUREE,3355,VIC,,,,
WENDOUREE VILLAGE,3355,VIC,,,,
DELACOMBE,3356,VIC,,,,
SEBASTOPOL,3356,VIC,,,,
BUNINYONG,3357,VIC,,,,
LINTON,3360,VIC,,,,
CARRANBALLAC,3361,VIC,,,,
SKIPTON,3361,VIC,,,,
CRESWICK,3363,VIC,,,,
ALLENDALE,3364,VIC,,,,
ASCOT,3364,VIC,,,,
BARKSTEAD,3364,VIC,,,,
BLAMPIED,3364,VIC,,,,
BROOMFIELD,3364,VIC,,,,
CAMPBELLTOWN,3364,VIC,,,,
COGHILLS CREEK,3364,VIC,,,,
KINGSTON,3364,VIC,,,,
NEWLYN,3364,VIC,,,,
ROCKLYN,3364,VIC,,,,
SMEATON,3364,VIC,,,,
ULLINA,3364,VIC,,,,
CLUNES,3370,VIC,,,,
EVANSFORD,3371,VIC,,,,
STONY CREEK,3371,VIC,,,,
TALBOT,3371,VIC,,,,
BEAUFORT,3373,VIC,,,,
TRAWALLA,3373,VIC,,,,
BAYINDEEN,3375,VIC,,,,
BUANGOR,3375,VIC,,,,
ARARAT,3377,VIC,,,,
CROWLANDS,3377,VIC,,,,
GREAT WESTERN,3377,VIC,,,,
MAROONA,3377,VIC,,,,
MOYSTON,3377,VIC,,,,
WARRAK,3377,VIC,,,,
TATYOON,3378,VIC,,,,
CHATSWORTH,3379,VIC,,,,
STAVELY,3379,VIC,,,,
WICKLIFFE,3379,VIC,,,,
WILLAURA,3379,VIC,,,,
STAWELL,3380,VIC,,,,
BARKLY,3381,VIC,,,,
CAMPBELLS BRIDGE,3381,VIC,,,,
HALLS GAP,3381,VIC,,,,
LUBECK,3381,VIC,,,,
POMONAL,3381,VIC,,,,
LANDSBOROUGH,3384,VIC,,,,
NAVARRE,3384,VIC,,,,
DADSWELLS BRIDGE,3385,VIC,,,,
GLENORCHY,3385,VIC,,,,
MARNOO,3387,VIC,,,,
BANYENA,3388,VIC,,,,
RUPANYUP,3388,VIC,,,,
MURTOA,3390,VIC,,,,
BRIM,3391,VIC,,,,
MINYIP,3392,VIC,,,,
SHEEP HILLS,3392,VIC,,,,
WARRACKNABEAL,3393,VIC,,,,
BEULAH,3395,VIC,,,,
HOPETOUN,3396,VIC,,,,
JUNG,3399,VIC,,,,
HORSHAM,3400,VIC,,,,
DOOEN,3401,VIC,,,,
DOUGLAS,3401,VIC,,,,
GYMBOWEN,3401,VIC,,,,
KARNAK,3401,VIC,,,,
MITRE,3401,VIC,,,,
NORADJUHA,3401,VIC,,,,
QUANTONG,3401,VIC,,,,
ROCKLANDS,3401,VIC,,,,
TELANGATUK EAST,3401,VIC,,,,
TOOLONDO,3401,VIC,,,,
WALLUP,3401,VIC,,,,
WOMBELANO,3401,VIC,,,,
HORSHAM,3402,VIC,,,,
BALMORAL,3407,VIC,,,,
GATUM,3407,VIC,,,,
VASEY,3407,VIC,,,,
NATIMUK,3409,VIC,,,,
GOROKE,3412,VIC,,,,
MINIMAY,3413,VIC,,,,
OZENKADNOOK,3413,VIC,,,,
PERONNE,3413,VIC,,,,
ANTWERP,3414,VIC,,,,
DIMBOOLA,3414,VIC,,,,
LILLIMUR,3415,VIC,,,,
MIRAM,3415,VIC,,,,
GERANG GERUNG,3418,VIC,,,,
KIATA,3418,VIC,,,,
LAWLOIT,3418,VIC,,,,
NHILL,3418,VIC,,,,
YANAC,3418,VIC,,,,
KANIVA,3419,VIC,,,,
SERVICETON,3420,VIC,,,,
TARRANYURK,3422,VIC,,,,
JEPARIT,3423,VIC,,,,
RAINBOW,3424,VIC,,,,
YAAPEET,3424,VIC,,,,
DIGGERS REST,3427,VIC,,,,
BULLA,3428,VIC,,,,
SUNBURY,3429,VIC,,,,
CLARKEFIELD,3430,VIC,,,,
RIDDELL,3431,VIC,,,,
RIDDELLS CREEK,3431,VIC,,,,
BOLINDA,3432,VIC,,,,
KERRIE,3434,VIC,,,,
MONEGEETTA NORTH,3434,VIC,,,,
ROMSEY,3434,VIC,,,,
LANCEFIELD,3435,VIC,,,,
BULLENGAROOK,3437,VIC,,,,
COUANGALT,3437,VIC,,,,
GISBORNE,3437,VIC,,,,
NEW GISBORNE,3438,VIC,,,,
MACEDON,3440,VIC,,,,
MOUNT MACEDON,3441,VIC,,,,
ASHBOURNE,3442,VIC,,,,
CARLSRUHE,3442,VIC,,,,
HESKET,3442,VIC,,,,
NEWHAM,3442,VIC,,,,
ROCHFORD,3442,VIC,,,,
WOODEND,3442,VIC,,,,
KYNETON,3444,VIC,,,,
MIA MIA,3444,VIC,,,,
REDESDALE,3444,VIC,,,,
TYLDEN,3444,VIC,,,,
DRUMMOND NORTH,3446,VIC,,,,
MALMSBURY,3446,VIC,,,,
TARADALE,3447,VIC,,,,
ELPHINSTONE,3448,VIC,,,,
METCALFE,3448,VIC,,,,
SUTTON GRANGE,3448,VIC,,,,
CASTLEMAINE,3450,VIC,,,,
BARKERS CREEK,3451,VIC,,,,
CAMPBELLS CREEK,3451,VIC,,,,
CHEWTON,3451,VIC,,,,
FRYERSTOWN,3451,VIC,,,,
GUILDFORD,3451,VIC,,,,
MUCKLEFORD,3451,VIC,,,,
HARCOURT,3453,VIC,,,,
RAVENSWOOD,3453,VIC,,,,
BLACKWOOD,3458,VIC,,,,
FERN HILL,3458,VIC,,,,
NEWBURY,3458,VIC,,,,
TRENTHAM,3458,VIC,,,,
DAYLESFORD,3460,VIC,,,,
BULLARTO,3461,VIC,,,,
DRUMMOND,3461,VIC,,,,
FRANKLINFORD,3461,VIC,,,,
GLENLYON,3461,VIC,,,,
HEPBURN SPRINGS,3461,VIC,,,,
KORWEINGUBOORA,3461,VIC,,,,
LYONVILLE,3461,VIC,,,,
MUSK,3461,VIC,,,,
YANDOIT,3461,VIC,,,,
MUCKLEFORD SOUTH,3462,VIC,,,,
NEWSTEAD,3462,VIC,,,,
BARINGHUP,3463,VIC,,,,
LAANECOORIE,3463,VIC,,,,
MALDON,3463,VIC,,,,
SHELBOURNE,3463,VIC,,,,
WOODSTOCK WEST,3463,VIC,,,,
CARISBROOK,3464,VIC,,,,
MAJORCA,3465,VIC,,,,
MARYBOROUGH,3465,VIC,,,,
NATTE YALLOCK,3465,VIC,,,,
RATHSCAR,3465,VIC,,,,
WAREEK,3465,VIC,,,,
AVOCA,3467,VIC,,,,
AMPHITHEATRE,3468,VIC,,,,
MOUNT LONARCH,3468,VIC,,,,
ELMHURST,3469,VIC,,,,
BET BET,3472,VIC,,,,
BETLEY,3472,VIC,,,,
DUNOLLY,3472,VIC,,,,
EDDINGTON,3472,VIC,,,,
MOLIAGUL,3472,VIC,,,,
BEALIBA,3475,VIC,,,,
EMU,3475,VIC,,,,
LOGAN,3475,VIC,,,,
MOONAMBEL,3478,VIC,,,,
REDBANK,3478,VIC,,,,
ST ARNAUD,3478,VIC,,,,
STUART MILL,3478,VIC,,,,
AREEGRA,3480,VIC,,,,
CORACK,3480,VIC,,,,
DONALD,3480,VIC,,,,
LITCHFIELD,3480,VIC,,,,
WATCHEM,3482,VIC,,,,
BIRCHIP,3483,VIC,,,,
WATCHUPGA,3485,VIC,,,,
WOOMELANG,3485,VIC,,,,
LASCELLES,3487,VIC,,,,
SPEED,3488,VIC,,,,
TEMPY,3489,VIC,,,,
OUYEN,3490,VIC,,,,
PATCHEWOLLOCK,3491,VIC,,,,
CARWARP,3494,VIC,,,,
COLIGNAN,3494,VIC,,,,
NANGILOC,3494,VIC,,,,
CARDROSS,3496,VIC,,,,
CULLULLERAINE,3496,VIC,,,,
MERINGUR,3496,VIC,,,,
RED CLIFFS,3496,VIC,,,,
SUNNYCLIFFS,3496,VIC,,,,
WERRIMULL,3496,VIC,,,,
IRYMPLE,3498,VIC,,,,
MILDURA,3500,VIC,,,,
PARINGI,3500,NSW,,,,
KOORLONG,3501,VIC,,,,
MILDURA CENTRE PLAZA,3501,VIC,,,,
NICHOLS POINT,3501,VIC,,,,
MILDURA,3502,VIC,,,,
CABARITA,3505,VIC,,,,
MERBEIN,3505,VIC,,,,
COWANGIE,3506,VIC,,,,
WALPEUP,3507,VIC,,,,
UNDERBOOL,3509,VIC,,,,
MURRAYVILLE,3512,VIC,,,,
MARONG,3515,VIC,,,,
BRIDGEWATER ON LODDON,3516,VIC,,,,
DERBY,3516,VIC,,,,
LEICHARDT,3516,VIC,,,,
INGLEWOOD,3517,VIC,,,,
JARKLIN,3517,VIC,,,,
SALISBURY WEST,3517,VIC,,,,
SERPENTINE,3517,VIC,,,,
BERRIMAL,3518,VIC,,,,
BORUNG,3518,VIC,,,,
FERNIHURST,3518,VIC,,,,
MYSIA,3518,VIC,,,,
WEDDERBURN,3518,VIC,,,,
KORONG VALE,3520,VIC,,,,
PYALONG,3521,VIC,,,,
TOOBORAC,3522,VIC,,,,
COSTERFIELD,3523,VIC,,,,
HEATHCOTE,3523,VIC,,,,
KNOWSLEY,3523,VIC,,,,
